Стаж работы (в годах),Стаж работы (в месяцах),"Зарплата, руб. (зависимая переменная)"
12.457387787119881,149.48865344543856,59977.2
2.088635950047554,25.06363140057065,35633.83
8.206823183517105,98.48187820220527,42814.55
1.713682811899705,20.56419374279646,40511.57
9.08024075521211,108.96288906254532,52415.07
5.219415656168977,62.63298787402772,30727.63
16.074832345612275,192.8979881473473,78451.96
1.9686123586912352,23.623348304294822,30475.51
0.051134566424608896,0.6136147970953068,45954.45
3.092123758512146,37.10548510214575,38709.21
11.428228145150205,137.13873774180246,70924.77
5.662977296027719,67.95572755233263,37671.31
9.755451271223592,117.0654152546831,47284.19
14.153707420504142,169.84448904604972,73277.07
7.832532923362371,93.99039508034845,56594.21
2.9612027706457607,35.53443324774913,42759.87
12.36950710878082,148.43408530536982,58123.84
7.384665799954105,88.61598959944925,45436.83
0.13001891877907018,1.5602270253488422,36644.41
5.425600435859646,65.10720523031576,52128.05
6.800247215784908,81.6029665894189,47272.19
2.419622715660341,29.035472587924094,48346.67
3.6139560550841394,43.36747266100967,43157.14
4.738329209117875,56.8599505094145,46127.89
3.011036955892888,36.132443470714655,37026.31
2.9307247329868122,35.16869679584175,41976.66
7.14000494092092,85.68005929105104,51301.85
8.83857436201133,106.06289234413597,65581.49
7.143514180263678,85.72217016316414,48313.43
2.453881160028705,29.44657392034446,32834.5
11.962066240806708,143.5447948896805,73187.32
17.249178325130327,206.9901399015639,73311.23
2.7669079933001903,33.202895919602284,43960.5
3.142473325952739,37.709679911432865,35235.55
0.6752820468792384,8.103384562550861,44319.05
8.563987943234723,102.76785531881669,55262.57
15.792128155073915,189.505537860887,74306.81
1.846338585323042,22.156063023876506,34426.02
3.3126343140356393,39.75161176842767,38544.27
15.499344050175395,185.99212860210474,66499.69
4.20645322765359,50.47743873184308,30614.45
1.3826430117118464,16.591716140542157,35956.51
3.2875110965968446,39.450133159162135,34472.35
0.3471176970524331,4.165412364629198,47042.06
9.154021177020741,109.8482541242489,62059.39
3.7569801834567196,45.08376220148064,36875.46
3.0154734233361244,36.18568108003349,47524.13
19.13280244657798,229.59362935893574,71465.99
0.7444591576616721,8.933509891940066,36582.78
2.5755039072276436,30.906046886731723,32070.34
7.818228717773104,93.81874461327725,57516.28
8.2206015999449,98.64721919933879,50218.09
18.967929826539475,227.6151579184737,67730.33
27.20169166589619,326.42029999075424,99058.1
5.868570938002703,70.42285125603243,33363.38
12.208436499710222,146.50123799652266,54675.17
4.824724152431853,57.896689829182236,41921.53
1.73180925851182,20.78171110214184,31741.12
0.9965136508764122,11.958163810516947,38147.51
10.571222262189156,126.85466714626988,43314.67
11.063349740060282,132.76019688072338,77074.71
18.861859012105302,226.34230814526364,79755.98
3.2766214659776822,39.31945759173219,33392.63
9.312801191161986,111.75361429394383,42993.13
5.017570435845365,60.210845230144386,41338.46
10.708924980611123,128.50709976733347,55118.87
1.1092258970986608,13.31071076518393,33641.4
0.35826039109951535,4.299124693194184,32765.1
11.509935774223027,138.11922929067634,68333.61
14.785219903674275,177.4226388440913,71924.69
7.910319470430469,94.92383364516563,57757.01
2.990073504658674,35.88088205590409,33654.64
3.436182895684614,41.23419474821537,47552.88
3.464482094969757,41.57378513963708,43238.02
7.198442083947087,86.38130500736504,51807.78
5.132674331133561,61.592091973602734,40310.41
8.46793718068405,101.6152461682086,53266.28
1.6128571166600914,19.354285399921096,37916.47
15.506634310661326,186.0796117279359,74715.04
4.967141530112327,59.605698361347926,50926.13
6.451197546051243,77.41437055261491,34151.65
8.135172173696697,97.62206608436037,33079.06
2.2577630048653567,27.09315605838428,40754.67
9.19424234233803,110.33090810805638,43811.15
11.429702978306231,137.15643573967478,46212.0
2.3415337472333597,28.098404966800317,31982.9
14.65648768921554,175.8778522705865,68220.9
11.58595579007404,139.0314694808885,59497.23
9.09387454794739,109.12649457536868,47932.66
4.791742378452899,57.5009085414348,54266.92
7.020530938773524,84.24637126528228,45220.75
14.635149481321186,175.62179377585423,60630.67
5.443827245251827,65.32592694302193,48059.59
2.274599346041294,27.29519215249553,33266.1
8.02277269221619,96.27327230659428,55072.56
11.913034972026486,142.95641966431782,65244.01
7.674347291529088,92.09216749834906,52514.66
2.1409374413020394,25.691249295624473,49281.3
0.582087184459999,6.985046213519988,41076.14
19.875689146008927,238.50826975210714,63313.32
19.187712152990414,230.25254583588497,82657.37
1.9236096478112252,23.083315773734704,42147.69
1.1564828238824052,13.877793886588861,39990.37
21.904556258099785,262.8546750971974,103589.29
6.769220003059587,81.23064003671504,59758.88
2.3413695694918055,28.096434833901668,41597.9
10.577109289559004,126.92531147470805,41249.49
3.6163602504763412,43.3963230057161,40045.27
5.182702182736474,62.19242619283769,44617.97
10.128311203344238,121.53973444013084,67032.01
15.646436558140062,187.75723869768075,71731.36
2.234627853258509,26.815534239102107,33401.09
3.220615162056756,38.64738194468107,33763.96
0.6856297480602733,8.22755697672328,33639.06
6.006386899188049,72.07664279025659,31766.11
4.732376245735448,56.78851494882538,39614.2
2.1967188783751195,26.360626540501435,30399.61
3.24083969394795,38.8900763273754,41925.94
4.040508568145384,48.48610281774461,42989.71
8.895144296255232,106.74173155506278,70627.44
7.537361643574895,90.44833972289874,66130.42
8.271832490360238,99.26198988432284,65062.38
3.8508228041631654,46.209873649957984,34726.33
0.9707754934804038,11.649305921764846,41123.3
0.917607765355023,11.011293184260275,33120.95
2.916937497932768,35.003249975193214,36520.77
3.5711257151174642,42.85350858140957,40038.38
2.6105527217988933,31.32663266158672,30480.13
15.148472246858645,181.78166696230375,70371.95
19.596701238797756,235.16041486557307,77602.19
4.127809269364983,49.533711232379794,47920.94
3.427145165267695,41.125741983212336,34955.08
26.197451040897445,314.3694124907693,93130.35
13.562400285708229,162.74880342849875,77607.23
13.071427542824281,156.85713051389138,64364.49
8.084936028931876,97.01923234718251,55658.41
2.5049285034587654,30.059142041505183,33504.46
4.606387709597875,55.276652515174504,39264.66
0.2651387544921688,3.181665053906025,36987.9
2.5988279424842355,31.185935309810827,48280.67
8.392175232226386,100.70610278671663,54225.73
10.623037137261049,127.47644564713258,52929.12
6.116762888408679,73.40115466090414,62693.49
4.657297535702568,55.88757042843082,42192.8
17.63040155362734,211.5648186435281,65007.66
14.027943109360992,168.3353173123319,60630.9
6.476885381006925,77.7226245720831,38416.86
11.68678037619532,140.24136451434384,64781.96
8.571575564162826,102.8589067699539,62437.52
7.870846037424521,94.45015244909425,67061.8
2.3225369716100355,27.870443659320426,44964.73
13.281860488984305,159.38232586781166,55527.26
15.380365664659692,184.5643879759163,78670.6
3.921081531321576,47.05297837585891,45988.06
9.686449905328892,116.23739886394671,68568.84
